Food code;Main food description;Additional food description;WWEIA Category number;WWEIA Category description
58106260;Pizza, extra cheese, thick crust;"pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58106300;Pizza, cheese, with vegetables, from frozen, thin crust;"original, medium, flatbread, or NS as to type of crust; homemade or ready-to-bake pizza";3602;Pizza
58106305;Pizza, cheese with vegetables, from frozen, thick crust;"pan pizza; homemade or ready to bake pizza; pizza on a bagel, English muffin, or French bread";3602;Pizza
58106320;Pizza, cheese, with vegetables, from restaurant or fast food, thin crust;"with one or two vegetable toppings; flatbread crust; from street vendor";3602;Pizza
58106325;Pizza, cheese, with vegetables, from restaurant or fast food, medium crust;"with one or two vegetable toppings; original, hand-tossed, or NS as to type of crust; from street vendor";3602;Pizza
58106330;Pizza, cheese, with vegetables, from restaurant or fast food, thick crust;"pan pizza; with one or two vegetable toppings; from street vendor; pizza on a bagel, English muffin, or French bread";3602;Pizza
58106345;Pizza with cheese and extra vegetables, thin crust;"with three or more vegetable toppings; flatbread crust";3602;Pizza
58106347;Pizza with cheese and extra vegetables, medium crust;"with three or more vegetable toppings; original, hand-tossed, or NS as to type of crust";3602;Pizza
58106350;Pizza with cheese and extra vegetables, thick crust;"with three or more vegetable toppings; pan pizza; pizza on a bagel, English muffin, or French bread";3602;Pizza
58106358;Pizza, cheese, with fruit, thin crust;"all fruits including pineapple; flatbread crust";3602;Pizza
58106359;Pizza, cheese, with fruit, medium crust;"all fruits including pineapple; original, hand-tossed or  NS as to type of crust";3602;Pizza
58106360;Pizza, cheese, with fruit, thick crust;"pan pizza; all fruits including pineapple; pizza on a bagel, English muffin, or French bread";3602;Pizza
58106512;Pizza with pepperoni, from frozen, thin crust;"flatbread crust; homemade or ready to bake pizza";3602;Pizza
58106514;Pizza with pepperoni, from frozen, medium crust;"original or NS as to type of crust; homemade or ready to bake pizza";3602;Pizza
58106516;Pizza with pepperoni, from frozen, thick crust;"pan pizza; homemade or ready to bake pizza; pizza on bagel, English muffin, or French bread; bagel bites";3602;Pizza
58106540;Pizza with pepperoni, from restaurant or fast food, NS as to type of crust;from street vendor;3602;Pizza
58106550;Pizza with pepperoni, from restaurant or fast food, thin crust;"flatbread crust; from street vendor";3602;Pizza
58106555;Pizza with pepperoni, from restaurant or fast food,  medium crust;"original, hand-tossed, or NS as to type of crust; from street vendor";3602;Pizza
58106560;Pizza with pepperoni, from restaurant or fast food, thick crust;"pan pizza; from street vendor; pizza on a bagel, English muffin, or French bread";3602;Pizza
58106565;Pizza with pepperoni, stuffed crust;cheese stuffed crust;3602;Pizza
58106570;Pizza with pepperoni, from school lunch, thin crust;flatbread crust;3602;Pizza
58106578;Pizza, with pepperoni, from school lunch, medium crust;original or NS as to type of crust;3602;Pizza
58106580;Pizza with pepperoni, from school lunch, thick crust;"pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58106602;Pizza with meat other than pepperoni, from frozen, thin crust;"all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust; homemade or ready to bake pizza";3602;Pizza
58106604;Pizza with meat other than pepperoni, from frozen, medium crust;"all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; original or NS as to type of crust; homemade or ready to bake pizza";3602;Pizza
58106606;Pizza with meat other than pepperoni, from frozen, thick crust;"all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; pan pizza; homemade or ready to bake pizza; pizza on bagel, English muffin, or French bread; bagel bites";3602;Pizza
58106610;Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust;"with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor";3602;Pizza
58106620;Pizza with meat other than pepperoni, from restaurant or fast food, thin crust;"with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; flatbread crust; from street vendor";3602;Pizza
58106625;Pizza with meat other than pepperoni, from restaurant or fast food, medium crust;"with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; original or hand-tossed crust; from street vendor";3602;Pizza
58106630;Pizza with meat other than pepperoni, from restaurant or fast food, thick crust;"pan pizza; with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; from street vendor; pizza on bagel, English muffin, or French bread";3602;Pizza
58106633;Pizza, with meat other than pepperoni, stuffed crust;"cheese stuffed crust; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings";3602;Pizza
58106634;Pizza, with meat other than pepperoni, from school lunch, medium crust;"all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; original or NS as to type of crust";3602;Pizza
58106635;Pizza, with meat other than pepperoni, from school lunch, thin crust;"all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; flatbread crust";3602;Pizza
58106636;Pizza, with meat other than pepperoni, from school lunch, thick crust;"pan pizza; all meat, poultry, and seafood toppings excluding pepperoni; with one or two meat toppings; pizza on bagel, English muffin, or French bread";3602;Pizza
58106650;Pizza with extra meat, thin crust;"with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust";3602;Pizza
58106655;Pizza with extra meat, medium crust;"with three or more meat toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust";3602;Pizza
58106660;Pizza with extra meat, thick crust;"with three or more meat toppings; pan pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread";3602;Pizza
58106700;Pizza with meat and vegetables, from frozen, thin crust;"supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; flatbread crust; homemade or ready-to-bake pizza";3602;Pizza
58106702;Pizza with meat and vegetables, from frozen, medium crust;"supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; original crust; homemade or ready-to-bake pizza";3602;Pizza
58106705;Pizza with meat and vegetables, from frozen, thick crust;"pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; with one, two, or three meat and vegetable toppings; homemade or ready-to-bake pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58106720;Pizza with meat and vegetables, from restaurant or fast food, thin crust;"with one, two, or three meat  and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; flatbread crust; from street vendor";3602;Pizza
58106725;Pizza with meat and vegetables, from restaurant or fast food, medium crust;"with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust; from street vendor";3602;Pizza
58106730;Pizza with meat and vegetables, from restaurant or fast food, thick crust;"pan pizza; with one, two, or three meat and vegetable toppings; all meat, poultry, and seafood toppings including pepperoni; from street vendor; pizza on bagel, English muffin, or French bread";3602;Pizza
58106736;Pizza with extra meat and extra vegetables, thin crust;"with two or more meat toppings and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; flatbread crust";3602;Pizza
58106737;Pizza with extra meat and extra vegetables, thick crust;"with two or more meat toppings and two or more vegetable toppings; pan pizza; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; pizza on bagel, English muffin, or French bread";3602;Pizza
58106738;Pizza with extra meat and extra vegetables, medium crust;"with two or more meat and two or more vegetable toppings; supreme pizza; all meat, poultry, and seafood toppings including pepperoni; original, hand-tossed, or NS as to type of crust";3602;Pizza
58106750;Pizza with meat and fruit, thin crust;"all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; flatbread crust";3602;Pizza
58106755;Pizza with meat and fruit, medium crust;"all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; original, hand-tossed, or NS as to type of crust";3602;Pizza
58106760;Pizza with meat and fruit, thick crust;"pan pizza; all meat, poultry, and seafood toppings including pepperoni; all fruits including pineapple; pizza on bagel, English muffin, or French bread";3602;Pizza
58106820;Pizza with beans and vegetables, thin crust;"original; original, medium, hand-tossed, flatbread, or NS as to type of crust";3602;Pizza
58106830;Pizza with beans and vegetables, thick crust;"pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58107050;Pizza, no cheese, thin crust;"tomato pie; original, medium, hand-tossed, flatbread, or NS as to type of crust";3602;Pizza
58107100;Pizza, no cheese, thick crust;"tomato pie; pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58107205;White pizza, cheese, thin crust;"NS as to toppings; original , medium, hand-tossed, flatbread, or NS as to type of crust";3602;Pizza
58107207;White pizza, cheese, thick crust;"NS as toppings; pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58107212;White pizza, cheese, with vegetables, thin crust;original, medium, hand tossed, flatbread, or NS as to type of crust;3602;Pizza
58107214;White pizza, cheese, with vegetables, thick crust;"pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58107222;White pizza, cheese, with meat, thin crust;"all meat, poultry, and seafood including pepperoni; original, medium, hand tossed, flatbread, or NS as to type of crust";3602;Pizza
58107224;White pizza, cheese, with meat, thick crust;"all meat, poultry, and seafood including pepperoni; pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58107232;White pizza, cheese, with meat and vegetables, thin crust;"all meat, poultry, and seafood including pepperoni; original, medium, hand tossed, flatbread, or NS as to type of crust";3602;Pizza
58107234;White pizza, cheese, with meat and vegetables, thick crust;"all meat, poultry, and seafood including pepperoni; pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58108000;Calzone, with cheese, meatless;stromboli;3602;Pizza
58108010;Calzone, with meat and cheese;"stromboli; Pizza Hut Calizza";3602;Pizza
58108050;Pizza rolls;;3602;Pizza
58109015;Pizza, cheese, whole wheat thin crust;"NS as to toppings; original, medium, hand-tossed, flatbread, or NS as to type of crust";3602;Pizza
58109020;Pizza, cheese, whole wheat thick crust;"NS as to toppings; pan pizza; NS as toppings; pizza on bagel, English muffin, or French bread";3602;Pizza
58109030;Pizza, with meat, whole wheat thin crust;"all meat, poultry, and seafood toppings including pepperoni; original, medium, hand-tossed, flatbread, or NS as to type of crust";3602;Pizza
58109040;Pizza, with meat, whole wheat thick crust;"pan pizza; all meat, poultry, and seafood including pepperoni; pizza on bagel, English muffin, or French bread";3602;Pizza
58109050;Pizza, cheese and vegetables, whole wheat thin crust;original, medium, hand-tossed, flatbread, or NS as to type of crust;3602;Pizza
58109060;Pizza, cheese and vegetables, whole wheat thick crust;"pan pizza; pizza on bagel, English muffin, or French bread";3602;Pizza
58109100;Pizza, cheese, gluten-free thin crust;"NS as to toppings; original, medium, hand-tossed; flatbread, or NS as to type of crust";3602;Pizza
58109110;Pizza, cheese, gluten-free thick crust;"NS as to toppings; pan pizza";3602;Pizza
58109120;Pizza, with meat, gluten-free thin crust;"all meat, poultry, and seafood toppings including pepperoni; original, medium, hand-tossed, flatbread or NS as to type of crust";3602;Pizza
58109130;Pizza, with meat, gluten-free thick crust;"all meat, poultry, and seafood toppings including pepperoni; pan pizza";3602;Pizza
58109140;Pizza, cheese and vegetables, gluten-free thin crust;original, medium, hand-tossed, flatbread, or NS as to type of crust;3602;Pizza
58109150;Pizza, cheese and vegetables, gluten-free thick crust;pan pizza;3602;Pizza
58109210;Breakfast pizza with egg;;3706;Egg/breakfast sandwiches
58110110;Egg roll, meatless;"Chinese roll; spring roll; lumpia; vegetable or vegetarian egg roll";3406;Egg rolls, dumplings, sushi
58110120;Egg roll, with shrimp;"Chinese roll; spring roll; lumpia";3406;Egg rolls, dumplings, sushi
58110130;Egg roll, with beef and/or pork;"Chinese roll; spring roll; egg roll, NFS; lumpia";3406;Egg rolls, dumplings, sushi
58110170;Egg roll, with chicken or turkey;"Chinese roll; spring roll; lumpia";3406;Egg rolls, dumplings, sushi
58110200;Roll with meat and/or shrimp, vegetables and rice paper, not fried;"Vietnamese Bo Bia Roll; fresh garden roll (Goi Cuon); summer roll";3406;Egg rolls, dumplings, sushi
58111110;Wonton, dumpling or pot sticker, fried;any meat;3406;Egg rolls, dumplings, sushi
58111120;Wonton, dumpling or pot sticker, fried, no meat;;3406;Egg rolls, dumplings, sushi
58111200;Puffs, fried, crab meat and cream cheese filled;Crab Rangoon;3406;Egg rolls, dumplings, sushi
58112510;Wonton, dumpling or pot sticker, steamed;"NS as to fried; any meat";3406;Egg rolls, dumplings, sushi
58116100;Empanada, NFS;;3208;Turnovers and other grain-based items
58116115;Empanada, no meat;"picadillo or pastelillo; vegetables; cheese";3208;Turnovers and other grain-based items
58116117;Empanada, beef;"picadillo or pastelillo; Jamaican meat pie; pork; cheese";3208;Turnovers and other grain-based items
58116120;Empanada, beef, with vegetables;"picadillo or pastelillo; meat pie; pork; cheese";3208;Turnovers and other grain-based items
58116125;Empanada, chicken;"picadillo or pastelillo; meat pie; turkey; seafood; cheese";3208;Turnovers and other grain-based items
58116130;Empanada, chicken, with vegetables;"picadillo or pastelillo; meat pie; turkey; seafood; cheese";3208;Turnovers and other grain-based items
58117210;Cornmeal stick, Puerto Rican style;Sorullos/Sorullitos de maiz;4402;Biscuits, muffins, quick breads
58117310;Kibby, Puerto Rican style;"beef and bulgur; Plato Arabe";3002;Meat mixed dishes
58117410;Bacalaitos fritos;codfish fritter;3006;Seafood mixed dishes
58117510;Hayacas, Puerto Rican style;"Hallaca; hominy, pork or ham, and vegetables";3002;Meat mixed dishes
58120110;Crepe, with meat;poultry or seafood;3208;Turnovers and other grain-based items
58121610;Pierogi;;3208;Turnovers and other grain-based items
58122210;Gnocchi, cheese;;3204;Pasta mixed dishes, excludes macaroni and cheese
58122220;Gnocchi, potato;;3204;Pasta mixed dishes, excludes macaroni and cheese
58122320;Knish;pastry filled with cheese, potato, or meat;3208;Turnovers and other grain-based items
58123110;Bao bun;"any meat; char siu; manapua; pork bun";3406;Egg rolls, dumplings, sushi
58123120;Bao bun, no meat;"with bean paste; manapua";3406;Egg rolls, dumplings, sushi
58124210;Pastry, cheese-filled;kolache;5506;Doughnuts, sweet rolls, pastries
58124220;Pastry, egg and cheese filled;kolache;3208;Turnovers and other grain-based items
58124230;Pastry, meat / poultry-filled;kolache;3208;Turnovers and other grain-based items
58124250;Spanakopita;Greek spinach cheese pie;3208;Turnovers and other grain-based items
58124500;Samosa;pastry with potatoes and peas;3208;Turnovers and other grain-based items
58125110;Quiche with meat, poultry or fish;"Quiche Lorraine; quiche, NFS";3208;Turnovers and other grain-based items
58125120;Spinach quiche, meatless;broccoli quiche;3208;Turnovers and other grain-based items
58125180;Cheese quiche, meatless;;3208;Turnovers and other grain-based items
58126100;Turnover or hot pocket, NFS;;3208;Turnovers and other grain-based items
